date,API,Main Pollutant,date.sy,API.sy
8/29/2005,136,PM10,8/30/2005,100
8/30/2005,113,PM10,8/31/2005,97
8/31/2005,152,PM10,9/1/2005,90
9/1/2005,118,PM10,9/2/2005,60
9/2/2005,42,--,9/3/2005,73
9/3/2005,68,PM10,9/4/2005,90
9/4/2005,80,PM10,9/5/2005,75
9/5/2005,90,PM10,9/6/2005,90
9/6/2005,99,PM10,9/7/2005,76
9/7/2005,98,PM10,9/8/2005,92
9/8/2005,83,PM10,9/9/2005,97
9/9/2005,141,PM10,9/10/2005,69
9/10/2005,164,PM10,9/11/2005,100
9/11/2005,182,PM10,9/12/2005,66
9/12/2005,107,PM10,9/13/2005,65
9/13/2005,76,PM10,9/14/2005,74
9/14/2005,62,PM10,9/15/2005,94
9/15/2005,104,PM10,9/16/2005,64
9/16/2005,78,PM10,9/17/2005,89
9/17/2005,73,PM10,9/18/2005,170
9/18/2005,66,PM10,9/19/2005,83
9/19/2005,99,PM10,9/20/2005,91
9/20/2005,92,PM10,9/21/2005,61
9/21/2005,71,PM10,9/22/2005,90
9/22/2005,60,PM10,9/23/2005,93
9/23/2005,110,PM10,9/24/2005,98
9/24/2005,112,PM10,9/25/2005,100
9/25/2005,134,PM10,9/26/2005,98
9/26/2005,168,PM10,9/27/2005,94
9/27/2005,97,PM10,9/28/2005,100
9/28/2005,115,PM10,9/29/2005,76
9/29/2005,100,PM10,9/30/2005,58
9/30/2005,47,--,10/1/2005,62
10/1/2005,88,PM10,10/2/2005,52
10/2/2005,72,PM10,10/3/2005,82
10/3/2005,70,PM10,10/4/2005,76
10/4/2005,77,PM10,10/5/2005,95
10/5/2005,103,PM10,10/6/2005,80
10/6/2005,136,PM10,10/7/2005,92
10/7/2005,82,PM10,10/8/2005,81
10/8/2005,42,--,10/9/2005,94
10/9/2005,93,PM10,10/10/2005,67
10/10/2005,167,PM10,10/11/2005,71
10/11/2005,152,PM10,10/12/2005,89
10/12/2005,183,PM10,10/13/2005,67
10/13/2005,155,PM10,10/14/2005,55
10/14/2005,50,--,10/15/2005,63
10/15/2005,73,PM10,10/16/2005,71
10/16/2005,120,PM10,10/17/2005,76
10/17/2005,57,PM10,10/18/2005,84
10/18/2005,96,PM10,10/19/2005,94
10/19/2005,94,PM10,10/20/2005,80
10/20/2005,151,PM10,10/21/2005,66
10/21/2005,96,PM10,10/22/2005,62
10/22/2005,92,PM10,10/23/2005,100
10/23/2005,135,PM10,10/24/2005,100
10/24/2005,139,PM10,10/25/2005,92
10/25/2005,99,PM10,10/26/2005,96
10/26/2005,176,PM10,10/27/2005,96
10/27/2005,156,PM10,10/28/2005,80
10/28/2005,24,--,10/29/2005,62
10/29/2005,48,--,10/30/2005,95
10/30/2005,54,PM10,10/31/2005,82
10/31/2005,97,PM10,11/1/2005,76
11/1/2005,134,PM10,11/2/2005,96
11/2/2005,252,PM10,11/3/2005,83
11/3/2005,334,PM10,11/4/2005,124
11/4/2005,330,PM10,11/5/2005,97
11/5/2005,472,PM10,11/6/2005,159
11/6/2005,191,PM10,11/7/2005,100
11/7/2005,141,PM10,11/8/2005,85
11/8/2005,45,--,11/9/2005,89
11/9/2005,104,PM10,11/10/2005,100
11/10/2005,156,PM10,11/11/2005,99
11/11/2005,79,PM10,11/12/2005,91
11/12/2005,95,PM10,11/13/2005,76
11/13/2005,70,PM10,11/14/2005,97
11/14/2005,80,PM10,11/15/2005,56
11/15/2005,60,PM10,11/16/2005,90
11/16/2005,104,PM10,11/17/2005,98
11/17/2005,160,PM10,11/18/2005,96
11/18/2005,184,PM10,11/19/2005,81
11/19/2005,126,PM10,11/20/2005,86
11/20/2005,91,PM10,11/21/2005,66
11/21/2005,73,PM10,11/22/2005,95
11/22/2005,134,PM10,11/23/2005,86
11/23/2005,76,PM10,11/24/2005,84
11/24/2005,108,PM10,11/25/2005,99
11/25/2005,127,PM10,11/26/2005,99
11/26/2005,131,PM10,11/27/2005,97
11/27/2005,163,PM10,11/28/2005,161
11/28/2005,220,PM10,11/29/2005,98
11/29/2005,73,PM10,11/30/2005,100
11/30/2005,154,PM10,12/1/2005,66
12/1/2005,97,PM10,12/2/2005,83
12/2/2005,58,PM10,12/3/2005,156
12/3/2005,99,PM10,12/4/2005,70
12/4/2005,61,PM10,12/5/2005,54
12/5/2005,60,PM10,12/6/2005,53
12/6/2005,37,--,12/7/2005,122
12/7/2005,39,--,12/8/2005,124
12/8/2005,72,SO2,12/9/2005,94
12/9/2005,121,PM10,12/10/2005,85
12/10/2005,99,SO2,12/11/2005,89
12/11/2005,44,--,12/12/2005,70
12/12/2005,49,--,12/14/2005,83
12/14/2005,53,PM10,12/15/2005,103
12/15/2005,50,--,12/16/2005,101
12/16/2005,49,--,12/17/2005,62
12/17/2005,44,--,12/18/2005,106
12/18/2005,77,SO2,12/19/2005,172
12/19/2005,129,PM10,12/20/2005,119
12/20/2005,114,PM10,12/21/2005,117
12/21/2005,57,PM10,12/22/2005,96
12/22/2005,86,PM10,12/23/2005,105
12/23/2005,120,PM10,12/24/2005,107
12/24/2005,102,PM10,12/25/2005,70
12/25/2005,146,PM10,12/26/2005,99
12/26/2005,61,SO2,12/27/2005,116
12/27/2005,57,SO2,12/28/2005,156
12/28/2005,122,PM10,12/29/2005,229
12/29/2005,113,PM10,12/30/2005,93
12/30/2005,157,PM10,12/31/2005,92
12/31/2005,76,PM10,1/1/2006,129
1/1/2006,108,PM10,1/2/2006,144
1/2/2006,100,PM10,1/3/2006,87
1/3/2006,119,PM10,1/4/2006,67
1/4/2006,69,PM10,1/5/2006,83
1/5/2006,53,PM10,1/6/2006,97
1/6/2006,54,PM10,1/7/2006,107
1/7/2006,62,PM10,1/8/2006,143
1/8/2006,100,SO2,1/9/2006,99
1/9/2006,103,SO2,1/10/2006,98
1/10/2006,147,PM10,1/11/2006,223
1/11/2006,100,PM10,1/12/2006,150
1/12/2006,110,PM10,1/13/2006,90
1/13/2006,98,PM10,1/14/2006,197
1/14/2006,107,PM10,1/15/2006,98
1/15/2006,252,PM10,1/16/2006,88
1/16/2006,243,PM10,1/17/2006,85
1/17/2006,116,PM10,1/18/2006,97
1/18/2006,110,PM10,1/19/2006,97
1/19/2006,181,PM10,1/20/2006,246
1/20/2006,273,PM10,1/21/2006,225
1/21/2006,310,PM10,1/22/2006,100
1/22/2006,136,PM10,1/23/2006,99
1/23/2006,110,PM10,1/24/2006,147
1/24/2006,146,PM10,1/25/2006,98
1/25/2006,119,PM10,1/26/2006,97
1/26/2006,157,PM10,1/27/2006,97
1/27/2006,153,PM10,1/28/2006,98
1/28/2006,69,PM10,1/29/2006,90
1/29/2006,143,PM10,1/30/2006,75
1/30/2006,54,PM10,1/31/2006,97
1/31/2006,65,SO2,2/1/2006,99
2/1/2006,83,PM10,2/2/2006,100
2/2/2006,75,PM10,2/3/2006,76
2/3/2006,56,PM10,2/4/2006,98
2/4/2006,73,SO2,2/5/2006,98
2/5/2006,114,PM10,2/6/2006,88
2/6/2006,138,PM10,2/7/2006,88
2/7/2006,61,SO2,2/8/2006,66
2/8/2006,34,--,2/9/2006,82
2/9/2006,70,SO2,2/10/2006,85
2/10/2006,93,SO2,2/11/2006,95
2/11/2006,99,PM10,2/12/2006,92
2/12/2006,110,PM10,2/13/2006,90
2/13/2006,228,PM10,2/14/2006,78
2/14/2006,178,PM10,2/15/2006,78
2/15/2006,64,PM10,2/16/2006,66
2/16/2006,93,PM10,2/17/2006,73
2/17/2006,59,PM10,2/18/2006,62
2/18/2006,87,PM10,2/19/2006,80
2/19/2006,95,PM10,2/20/2006,90
2/20/2006,133,PM10,2/21/2006,75
2/21/2006,215,PM10,2/22/2006,100
2/22/2006,75,PM10,2/23/2006,68
2/23/2006,93,PM10,2/24/2006,79
2/24/2006,74,PM10,2/25/2006,65
2/25/2006,112,PM10,2/26/2006,69
2/26/2006,54,PM10,2/27/2006,96
2/27/2006,81,PM10,2/28/2006,150
2/28/2006,83,PM10,3/1/2006,99
3/1/2006,62,PM10,3/2/2006,99
3/2/2006,49,--,3/3/2006,91
3/3/2006,89,PM10,3/4/2006,77
3/4/2006,154,PM10,3/5/2006,83
3/5/2006,99,PM10,3/6/2006,76
3/6/2006,80,PM10,3/7/2006,72
3/7/2006,90,PM10,3/8/2006,81
3/8/2006,98,PM10,3/9/2006,93
3/9/2006,91,PM10,3/10/2006,88
3/10/2006,408,PM10,3/11/2006,121
3/11/2006,95,PM10,3/12/2006,83
3/12/2006,85,PM10,3/13/2006,55
3/13/2006,90,PM10,3/14/2006,64
3/14/2006,88,PM10,3/15/2006,74
3/15/2006,109,PM10,3/16/2006,91
3/16/2006,91,PM10,3/17/2006,147
3/17/2006,135,PM10,3/18/2006,91
3/18/2006,256,PM10,3/19/2006,107
3/19/2006,84,PM10,3/20/2006,86
3/20/2006,226,PM10,3/21/2006,146
3/21/2006,197,PM10,3/22/2006,100
3/22/2006,181,PM10,3/23/2006,84
3/23/2006,66,PM10,3/24/2006,77
3/24/2006,97,PM10,3/25/2006,128
3/25/2006,206,PM10,3/26/2006,91
3/26/2006,99,PM10,3/27/2006,107
3/27/2006,347,PM10,3/28/2006,97
3/28/2006,98,PM10,3/29/2006,92
3/29/2006,124,PM10,3/30/2006,71
3/30/2006,92,PM10,3/31/2006,91
3/31/2006,96,PM10,4/1/2006,88
4/1/2006,183,PM10,4/2/2006,85
4/2/2006,122,PM10,4/3/2006,132
4/3/2006,187,PM10,4/4/2006,84
4/4/2006,162,PM10,4/5/2006,85
4/5/2006,99,PM10,4/6/2006,77
4/6/2006,78,PM10,4/7/2006,66
4/7/2006,158,PM10,4/8/2006,64
4/8/2006,186,PM10,4/9/2006,89
4/9/2006,500,PM10,4/10/2006,67
4/10/2006,500,PM10,4/11/2006,73
4/11/2006,166,PM10,4/12/2006,138
4/12/2006,95,PM10,4/13/2006,86
4/13/2006,60,PM10,4/14/2006,111
4/14/2006,149,PM10,4/15/2006,114
4/15/2006,128,PM10,4/16/2006,92
4/16/2006,84,PM10,4/17/2006,57
4/17/2006,500,PM10,4/18/2006,65
4/18/2006,168,PM10,4/19/2006,62
4/19/2006,319,PM10,4/20/2006,33
4/20/2006,79,PM10,4/21/2006,82
4/21/2006,123,PM10,4/22/2006,84
4/22/2006,145,PM10,4/23/2006,132
4/23/2006,203,PM10,4/24/2006,110
4/24/2006,94,PM10,4/25/2006,110
4/25/2006,128,PM10,4/26/2006,66
4/26/2006,210,PM10,4/27/2006,86
4/27/2006,98,PM10,4/28/2006,69
4/28/2006,99,PM10,4/29/2006,67
4/29/2006,131,PM10,4/30/2006,83
4/30/2006,165,PM10,5/1/2006,95
5/1/2006,432,PM10,5/2/2006,62
5/2/2006,94,PM10,5/3/2006,89
5/3/2006,92,PM10,5/4/2006,78
5/4/2006,147,PM10,5/5/2006,72
5/5/2006,95,PM10,5/6/2006,64
5/6/2006,93,PM10,5/7/2006,61
5/7/2006,138,PM10,5/8/2006,91
5/8/2006,123,PM10,5/9/2006,86
5/9/2006,79,PM10,5/10/2006,53
5/10/2006,71,PM10,5/11/2006,73
5/11/2006,61,PM10,5/12/2006,65
5/12/2006,63,PM10,5/13/2006,55
5/13/2006,44,--,5/14/2006,69
5/14/2006,93,PM10,5/15/2006,85
5/15/2006,95,PM10,5/16/2006,99
5/16/2006,98,PM10,5/17/2006,84
5/17/2006,500,PM10,5/18/2006,67
5/18/2006,168,PM10,5/19/2006,63
5/19/2006,240,PM10,5/20/2006,87
5/20/2006,82,PM10,5/21/2006,88
5/21/2006,96,PM10,5/22/2006,64
5/22/2006,96,PM10,5/23/2006,99
5/23/2006,95,PM10,5/24/2006,78
5/24/2006,84,PM10,5/25/2006,79
5/25/2006,91,PM10,5/26/2006,88
5/26/2006,78,PM10,5/27/2006,91
5/27/2006,32,--,5/28/2006,72
5/28/2006,51,PM10,5/29/2006,96
5/29/2006,84,PM10,5/30/2006,96
5/30/2006,98,PM10,5/31/2006,102
5/31/2006,118,PM10,6/1/2006,98
6/1/2006,96,PM10,6/2/2006,100
6/2/2006,112,PM10,6/3/2006,97
6/3/2006,69,PM10,6/4/2006,85
6/4/2006,100,PM10,6/5/2006,109
6/5/2006,137,PM10,6/6/2006,123
6/6/2006,147,PM10,6/7/2006,84
6/7/2006,86,PM10,6/8/2006,64
6/8/2006,65,PM10,6/9/2006,58
6/9/2006,92,PM10,6/10/2006,84
6/10/2006,39,--,6/11/2006,79
6/11/2006,61,PM10,6/12/2006,65
6/12/2006,96,PM10,6/13/2006,72
6/13/2006,77,PM10,6/14/2006,57
6/14/2006,43,--,6/15/2006,63
6/15/2006,78,PM10,6/16/2006,67
6/16/2006,86,PM10,6/17/2006,69
6/17/2006,50,--,6/18/2006,84
6/18/2006,68,PM10,6/19/2006,78
6/19/2006,97,PM10,6/20/2006,91
6/20/2006,84,PM10,6/21/2006,86
6/21/2006,152,PM10,6/22/2006,83
6/22/2006,118,PM10,6/23/2006,94
6/23/2006,123,PM10,6/24/2006,90
6/24/2006,76,PM10,6/25/2006,92
6/25/2006,68,PM10,6/26/2006,74
6/26/2006,84,PM10,6/27/2006,79
6/27/2006,75,PM10,6/28/2006,64
6/28/2006,90,PM10,6/29/2006,69
6/29/2006,66,PM10,6/30/2006,62
6/30/2006,42,--,7/1/2006,76
7/1/2006,57,PM10,7/2/2006,100
7/2/2006,52,PM10,7/3/2006,128
7/3/2006,81,PM10,7/4/2006,77
7/4/2006,75,PM10,7/5/2006,71
7/5/2006,97,PM10,7/6/2006,75
7/6/2006,60,PM10,7/7/2006,86
7/7/2006,65,PM10,7/8/2006,68
7/8/2006,67,PM10,7/9/2006,72
7/9/2006,82,PM10,7/10/2006,65
7/10/2006,99,PM10,7/11/2006,60
7/11/2006,66,PM10,7/12/2006,74
7/12/2006,72,PM10,7/13/2006,70
7/13/2006,44,--,7/14/2006,77
7/14/2006,78,PM10,7/15/2006,67
7/15/2006,70,PM10,7/16/2006,92
7/16/2006,69,PM10,7/17/2006,63
7/17/2006,58,PM10,7/18/2006,66
7/18/2006,43,--,7/19/2006,77
7/19/2006,55,PM10,7/20/2006,100
7/20/2006,74,PM10,7/21/2006,61
7/21/2006,76,PM10,7/22/2006,39
7/22/2006,36,--,7/23/2006,67
7/23/2006,72,PM10,7/24/2006,68
7/24/2006,61,PM10,7/25/2006,60
7/25/2006,46,--,7/26/2006,68
7/26/2006,50,--,7/27/2006,88
7/27/2006,65,PM10,7/28/2006,58
7/28/2006,98,PM10,7/29/2006,58
7/29/2006,115,PM10,7/30/2006,86
7/30/2006,138,PM10,7/31/2006,67
7/31/2006,88,PM10,8/1/2006,63
8/1/2006,47,--,8/2/2006,71
8/2/2006,39,--,8/3/2006,76
8/3/2006,61,PM10,8/4/2006,88
8/4/2006,64,PM10,8/5/2006,62
8/5/2006,74,PM10,8/6/2006,62
8/6/2006,100,PM10,8/7/2006,64
8/7/2006,82,PM10,8/8/2006,65
8/8/2006,84,PM10,8/9/2006,62
8/9/2006,64,PM10,8/10/2006,65
8/10/2006,89,PM10,8/11/2006,77
8/11/2006,75,PM10,8/12/2006,98
8/12/2006,98,PM10,8/13/2006,90
8/13/2006,69,PM10,8/14/2006,73
8/14/2006,27,--,8/15/2006,68
8/15/2006,70,PM10,8/16/2006,50
8/16/2006,84,PM10,8/17/2006,50
8/17/2006,91,PM10,8/18/2006,48
8/18/2006,85,PM10,8/19/2006,65
8/19/2006,97,PM10,8/20/2006,95
8/20/2006,77,PM10,8/21/2006,53
8/21/2006,45,--,8/22/2006,62
8/22/2006,69,PM10,8/23/2006,85
8/23/2006,67,PM10,8/24/2006,87
8/24/2006,99,PM10,8/25/2006,97
8/25/2006,131,PM10,8/26/2006,85
8/26/2006,69,PM10,8/27/2006,59
8/27/2006,66,PM10,8/28/2006,80
8/28/2006,93,PM10,8/29/2006,68
8/29/2006,62,PM10,8/30/2006,65
8/30/2006,59,PM10,8/31/2006,73
8/31/2006,64,PM10,9/1/2006,110
9/1/2006,89,PM10,9/2/2006,64
9/2/2006,100,PM10,9/3/2006,79
9/3/2006,109,PM10,9/4/2006,46
9/4/2006,28,--,9/5/2006,67
9/5/2006,71,PM10,9/6/2006,75
9/6/2006,87,PM10,9/7/2006,67
9/7/2006,112,PM10,9/8/2006,74
9/8/2006,71,PM10,9/9/2006,35
9/9/2006,37,--,9/10/2006,54
9/10/2006,67,PM10,9/11/2006,62
9/11/2006,86,PM10,9/12/2006,88
9/12/2006,89,PM10,9/13/2006,97
9/13/2006,100,PM10,9/14/2006,97
9/14/2006,107,PM10,9/15/2006,90
9/15/2006,109,PM10,9/16/2006,69
9/16/2006,116,PM10,9/17/2006,96
9/17/2006,134,PM10,9/18/2006,72
9/18/2006,100,PM10,9/19/2006,74
9/19/2006,132,PM10,9/20/2006,55
9/20/2006,151,PM10,9/21/2006,58
9/21/2006,99,PM10,9/22/2006,63
9/22/2006,95,PM10,9/23/2006,72
9/23/2006,118,PM10,9/24/2006,90
9/24/2006,121,PM10,9/25/2006,72
9/25/2006,119,PM10,9/26/2006,76
9/26/2006,49,--,9/27/2006,85
9/27/2006,91,PM10,9/28/2006,79
9/28/2006,98,PM10,9/29/2006,72
9/29/2006,70,PM10,9/30/2006,86
9/30/2006,100,PM10,10/1/2006,87
10/1/2006,139,PM10,10/2/2006,74
10/2/2006,152,PM10,10/3/2006,88
10/3/2006,143,PM10,10/4/2006,140
10/4/2006,73,PM10,10/5/2006,96
10/5/2006,99,PM10,10/6/2006,97
10/6/2006,194,PM10,10/7/2006,94
10/7/2006,100,PM10,10/8/2006,85
10/8/2006,91,PM10,10/9/2006,90
10/9/2006,77,PM10,10/10/2006,82
10/10/2006,131,PM10,10/11/2006,39
10/11/2006,65,PM10,10/12/2006,60
10/12/2006,73,PM10,10/13/2006,60
10/13/2006,121,PM10,10/14/2006,70
10/14/2006,135,PM10,10/15/2006,76
10/15/2006,100,PM10,10/16/2006,98
10/16/2006,146,PM10,10/17/2006,77
10/17/2006,59,PM10,10/18/2006,77
10/18/2006,86,PM10,10/19/2006,83
10/19/2006,121,PM10,10/20/2006,49
10/20/2006,71,PM10,10/21/2006,77
10/21/2006,97,PM10,10/22/2006,85
10/22/2006,87,PM10,10/23/2006,36
10/23/2006,46,--,10/24/2006,82
10/24/2006,99,PM10,10/25/2006,71
10/25/2006,139,PM10,10/26/2006,55
10/26/2006,64,PM10,10/27/2006,96
10/27/2006,99,PM10,10/28/2006,88
10/28/2006,163,PM10,10/29/2006,68
10/29/2006,77,PM10,10/30/2006,92
10/30/2006,130,PM10,10/31/2006,100
10/31/2006,154,PM10,11/1/2006,78
11/1/2006,96,PM10,11/2/2006,121
11/2/2006,98,PM10,11/3/2006,99
11/3/2006,140,PM10,11/4/2006,99
11/4/2006,180,PM10,11/5/2006,57
11/5/2006,48,--,11/6/2006,50
11/6/2006,93,PM10,11/7/2006,63
11/7/2006,94,PM10,11/8/2006,77
11/8/2006,148,PM10,11/9/2006,59
11/9/2006,61,PM10,11/10/2006,73
11/10/2006,89,PM10,11/11/2006,64
11/11/2006,72,PM10,11/12/2006,88
11/12/2006,136,PM10,11/13/2006,70
11/13/2006,98,PM10,11/14/2006,61
11/14/2006,37,--,11/15/2006,48
11/15/2006,78,PM10,11/16/2006,64
11/16/2006,99,PM10,11/17/2006,97
11/17/2006,100,PM10,11/18/2006,88
11/18/2006,129,PM10,11/19/2006,139
11/19/2006,147,PM10,11/20/2006,141
11/20/2006,249,PM10,11/21/2006,92
11/21/2006,414,PM10,11/22/2006,33
11/22/2006,97,PM10,11/23/2006,56
11/23/2006,74,PM10,11/24/2006,78
11/24/2006,153,PM10,11/25/2006,96
11/25/2006,124,PM10,11/26/2006,81
11/26/2006,129,PM10,11/27/2006,57
11/27/2006,47,--,11/28/2006,81
11/28/2006,58,PM10,11/29/2006,70
11/29/2006,61,PM10,11/30/2006,68
11/30/2006,96,PM10,12/1/2006,88
12/1/2006,88,PM10,12/2/2006,48
12/2/2006,49,--,12/3/2006,67
12/3/2006,66,PM10,12/4/2006,98
12/4/2006,111,PM10,12/5/2006,73
12/5/2006,94,PM10,12/6/2006,99
12/6/2006,78,PM10,12/7/2006,70
12/7/2006,86,PM10,12/8/2006,69
12/8/2006,97,PM10,12/9/2006,72
12/9/2006,81,PM10,12/10/2006,94
12/10/2006,105,PM10,12/11/2006,75
12/11/2006,256,PM10,12/12/2006,79
12/12/2006,500,PM10,12/13/2006,143
12/13/2006,88,PM10,12/14/2006,118
12/14/2006,118,PM10,12/15/2006,102
12/15/2006,94,PM10,12/16/2006,123
12/16/2006,76,PM10,12/17/2006,74
12/17/2006,52,PM10,12/18/2006,95
12/18/2006,100,SO2,12/19/2006,109
12/19/2006,140,PM10,12/20/2006,137
12/20/2006,180,PM10,12/21/2006,133
12/21/2006,180,PM10,12/22/2006,99
12/22/2006,88,SO2,12/23/2006,74
12/23/2006,95,PM10,12/24/2006,98
12/24/2006,85,PM10,12/25/2006,101
12/25/2006,136,PM10,12/26/2006,103
12/26/2006,160,PM10,12/27/2006,59
12/27/2006,80,PM10,12/28/2006,62
12/28/2006,47,--,12/29/2006,76
12/29/2006,90,PM10,12/30/2006,136
12/30/2006,157,PM10,12/31/2006,133
12/31/2006,139,PM10,1/1/2007,139
1/1/2007,158,PM10,1/2/2007,104
1/2/2007,150,PM10,1/3/2007,118
1/3/2007,133,PM10,1/4/2007,194
1/4/2007,170,PM10,1/5/2007,369
1/5/2007,322,PM10,1/6/2007,81
1/6/2007,73,PM10,1/7/2007,62
1/7/2007,47,--,1/8/2007,86
1/8/2007,45,--,1/9/2007,88
1/9/2007,86,PM10,1/10/2007,73
1/10/2007,98,PM10,1/11/2007,159
1/11/2007,75,SO2,1/12/2007,112
1/12/2007,56,SO2,1/13/2007,94
1/13/2007,74,SO2,1/14/2007,123
1/14/2007,102,SO2,1/15/2007,192
1/15/2007,170,PM10,1/16/2007,229
1/16/2007,64,SO2,1/17/2007,164
1/17/2007,84,PM10,1/18/2007,84
1/18/2007,52,PM10,1/19/2007,98
1/19/2007,93,PM10,1/20/2007,140
1/20/2007,147,PM10,1/21/2007,150
1/21/2007,98,PM10,1/22/2007,86
1/22/2007,58,SO2,1/23/2007,149
1/23/2007,96,PM10,1/24/2007,180
1/24/2007,118,PM10,1/25/2007,289
1/25/2007,140,PM10,1/26/2007,177
1/26/2007,68,PM10,1/27/2007,100
1/27/2007,55,PM10,1/28/2007,98
1/28/2007,55,PM10,1/29/2007,92
1/29/2007,114,PM10,1/30/2007,72
1/30/2007,85,PM10,1/31/2007,58
1/31/2007,76,PM10,2/1/2007,67
2/1/2007,50,--,2/2/2007,98
2/2/2007,100,SO2,2/3/2007,74
2/3/2007,115,PM10,2/4/2007,133
2/4/2007,93,PM10,2/5/2007,100
2/5/2007,175,PM10,2/6/2007,97
2/6/2007,67,PM10,2/7/2007,94
2/7/2007,110,PM10,2/8/2007,87
2/8/2007,99,PM10,2/9/2007,99
2/9/2007,67,PM10,2/10/2007,74
2/10/2007,61,PM10,2/11/2007,79
2/11/2007,55,PM10,2/12/2007,91
2/12/2007,103,PM10,2/13/2007,69
2/13/2007,181,PM10,2/14/2007,98
2/14/2007,74,PM10,2/15/2007,95
2/15/2007,75,PM10,2/16/2007,87
2/16/2007,97,PM10,2/17/2007,60
2/17/2007,98,PM10,2/18/2007,96
2/18/2007,115,PM10,2/19/2007,98
2/19/2007,99,PM10,2/20/2007,95
2/20/2007,160,PM10,2/21/2007,134
2/21/2007,200,PM10,2/22/2007,87
2/22/2007,173,PM10,2/23/2007,62
2/23/2007,78,PM10,2/24/2007,61
2/24/2007,75,PM10,2/25/2007,61
2/25/2007,123,PM10,2/26/2007,55
2/26/2007,169,PM10,2/27/2007,76
2/27/2007,172,PM10,2/28/2007,68
2/28/2007,108,PM10,3/1/2007,89
3/1/2007,98,PM10,3/2/2007,99
3/2/2007,85,PM10,3/3/2007,68
3/3/2007,87,PM10,3/4/2007,56
3/4/2007,28,--,3/5/2007,45
3/5/2007,34,--,3/6/2007,69
3/6/2007,35,--,3/7/2007,60
3/7/2007,51,PM10,3/8/2007,55
3/8/2007,54,PM10,3/9/2007,61
3/9/2007,105,PM10,3/10/2007,66
3/10/2007,75,PM10,3/11/2007,96
3/11/2007,34,--,3/12/2007,76
3/12/2007,68,PM10,3/13/2007,62
3/13/2007,133,PM10,3/14/2007,91
3/14/2007,157,PM10,3/15/2007,96
3/15/2007,106,PM10,3/16/2007,75
3/16/2007,78,PM10,3/17/2007,79
3/17/2007,100,PM10,3/18/2007,89
3/18/2007,121,PM10,3/19/2007,59
3/19/2007,119,PM10,3/20/2007,88
3/20/2007,86,PM10,3/21/2007,98
3/21/2007,138,PM10,3/22/2007,98
3/22/2007,145,PM10,3/23/2007,96
3/23/2007,202,PM10,3/24/2007,61
3/24/2007,192,PM10,3/25/2007,93
3/25/2007,79,PM10,3/26/2007,80
3/26/2007,78,PM10,3/27/2007,75
3/27/2007,84,PM10,3/28/2007,90
3/28/2007,98,PM10,3/29/2007,90
3/29/2007,99,PM10,3/30/2007,91
3/30/2007,66,PM10,3/31/2007,63
3/31/2007,103,PM10,4/1/2007,113
4/1/2007,63,PM10,4/2/2007,49
4/2/2007,48,--,4/3/2007,59
4/3/2007,40,--,4/4/2007,95
4/4/2007,95,PM10,4/5/2007,81
4/5/2007,110,PM10,4/6/2007,81
4/6/2007,148,PM10,4/7/2007,97
4/7/2007,46,--,4/8/2007,92
4/8/2007,43,--,4/9/2007,67
4/9/2007,96,PM10,4/10/2007,82
4/10/2007,133,PM10,4/11/2007,90
4/11/2007,88,PM10,4/12/2007,99
4/12/2007,107,PM10,4/13/2007,75
4/13/2007,55,PM10,4/14/2007,72
4/14/2007,74,PM10,4/15/2007,81
4/15/2007,72,PM10,4/16/2007,66
4/16/2007,81,PM10,4/17/2007,87
4/17/2007,74,PM10,4/18/2007,84
4/18/2007,100,PM10,4/19/2007,91
4/19/2007,173,PM10,4/20/2007,77
4/20/2007,155,PM10,4/21/2007,97
4/21/2007,62,PM10,4/22/2007,51
4/22/2007,58,PM10,4/23/2007,87
4/23/2007,81,PM10,4/24/2007,75
4/24/2007,78,PM10,4/25/2007,86
4/25/2007,72,PM10,4/26/2007,79
4/26/2007,90,PM10,4/27/2007,82
4/27/2007,113,PM10,4/28/2007,85
4/28/2007,115,PM10,4/29/2007,92
4/29/2007,190,PM10,4/30/2007,98
4/30/2007,151,PM10,5/1/2007,86
5/1/2007,61,PM10,5/2/2007,78
5/2/2007,87,PM10,5/3/2007,75
5/3/2007,96,PM10,5/4/2007,88
5/4/2007,97,PM10,5/5/2007,90
5/5/2007,123,PM10,5/6/2007,89
5/6/2007,91,PM10,5/7/2007,93
5/7/2007,139,PM10,5/8/2007,268
5/8/2007,147,PM10,5/9/2007,73
5/9/2007,98,PM10,5/10/2007,73
5/10/2007,116,PM10,5/11/2007,88
5/11/2007,116,PM10,5/12/2007,65
5/12/2007,99,PM10,5/13/2007,70
5/13/2007,100,PM10,5/14/2007,68
5/14/2007,72,PM10,5/15/2007,71
5/15/2007,97,PM10,5/16/2007,85
5/16/2007,100,PM10,5/17/2007,87
5/17/2007,84,PM10,5/18/2007,60
5/18/2007,58,PM10,5/19/2007,47
5/19/2007,60,PM10,5/20/2007,68
5/20/2007,98,PM10,5/21/2007,82
5/21/2007,82,PM10,5/22/2007,71
5/22/2007,116,PM10,5/23/2007,56
5/23/2007,60,PM10,5/24/2007,49
5/24/2007,169,PM10,5/25/2007,89
5/25/2007,250,PM10,5/26/2007,88
5/26/2007,98,PM10,5/27/2007,65
5/27/2007,118,PM10,5/28/2007,49
5/28/2007,96,PM10,5/29/2007,57
5/29/2007,98,PM10,5/30/2007,72
5/30/2007,126,PM10,5/31/2007,71
5/31/2007,119,PM10,6/1/2007,65
